# gnuplot data generated by MooNMD
#          x           y           p         psi         u-1         u-2         |u|
#


 22.00000000  5.00000000 -0.00828479  5.01933894  1.12736691  0.00531511  1.12737944
 22.00000000  4.50000000 -0.00787036  4.45561115  1.12777176  0.00581013  1.12778673
 23.00000000  4.50000000 -0.01329793  4.45043525  1.12847046  0.00452507  1.12847953
 23.00000000  5.00000000 -0.01371236  5.01452088  1.12804217  0.00422761  1.12805010
 22.00000000  5.00000000 -0.00828479  5.01933894  1.12736691  0.00531511  1.12737944


 22.00000000  4.00000000 -0.00739904  3.89154958  1.12851148  0.00627171  1.12852891
 23.00000000  4.00000000 -0.01303154  3.88604765  1.12910967  0.00473140  1.12911958
 23.00000000  4.50000000 -0.01339793  4.45043525  1.12847046  0.00452507  1.12847953
 22.00000000  4.50000000 -0.00776542  4.45561115  1.12777176  0.00581013  1.12778673
 22.00000000  4.00000000 -0.00739904  3.89154958  1.12851148  0.00627171  1.12852891


 24.00000000  4.00000000 -0.01851771  3.88191395  1.12928883  0.00353023  1.12929435
 24.00000000  4.50000000 -0.01870718  4.44642553  1.12877404  0.00347169  1.12877937
 23.00000000  4.50000000 -0.01329979  4.45043525  1.12847046  0.00452507  1.12847953
 23.00000000  4.00000000 -0.01311032  3.88604765  1.12910967  0.00473140  1.12911958
 24.00000000  4.00000000 -0.01851771  3.88191395  1.12928883  0.00353023  1.12929435


 24.00000000  5.00000000 -0.01888662  5.01068872  1.12836215  0.00334673  1.12836712
 23.00000000  5.00000000 -0.01359341  5.01452088  1.12804217  0.00422761  1.12805010
 23.00000000  4.50000000 -0.01336584  4.45043525  1.12847046  0.00452507  1.12847953
 24.00000000  4.50000000 -0.01865905  4.44642553  1.12877404  0.00347169  1.12877937
 24.00000000  5.00000000 -0.01888662  5.01068872  1.12836215  0.00334673  1.12836712


 22.00000000  1.00000000 -0.00740458  0.55920258  0.94677881  0.00310795  0.94678391
 23.00000000  1.00000000 -0.01333027  0.55669509  0.94303220  0.00172185  0.94303377
 23.00000000  1.50000000 -0.01308151  1.07082780  1.08708258  0.00315744  1.08708716
 22.00000000  1.50000000 -0.00715582  1.07513869  1.09024739  0.00543415  1.09026093
 22.00000000  1.00000000 -0.00740458  0.55920258  0.94677881  0.00310795  0.94678391


 24.00000000  1.00000000 -0.01878474  0.55515689  0.94077111  0.00096298  0.94077160
 24.00000000  1.50000000 -0.01864121  1.06818157  1.08505603  0.00191879  1.08505772
 23.00000000  1.50000000 -0.01311793  1.07082780  1.08708258  0.00315744  1.08708716
 23.00000000  1.00000000 -0.01326145  0.55669509  0.94303220  0.00172185  0.94303377
 24.00000000  1.00000000 -0.01878474  0.55515689  0.94077111  0.00096298  0.94077160


 24.00000000  2.00000000 -0.01851226  1.62284413  1.12382851  0.00272291  1.12383181
 23.00000000  2.00000000 -0.01291450  1.62630949  1.12508009  0.00422521  1.12508803
 23.00000000  1.50000000 -0.01306948  1.07082780  1.08708258  0.00315744  1.08708716
 24.00000000  1.50000000 -0.01866725  1.06818157  1.08505603  0.00191879  1.08505772
 24.00000000  2.00000000 -0.01851226  1.62284413  1.12382851  0.00272291  1.12383181


 22.00000000  2.00000000 -0.00681477  1.63177226  1.12655515  0.00680357  1.12657569
 22.00000000  1.50000000 -0.00707125  1.07513869  1.09024739  0.00543415  1.09026093
 23.00000000  1.50000000 -0.01314484  1.07082780  1.08708258  0.00315744  1.08708716
 23.00000000  2.00000000 -0.01288837  1.62630949  1.12508009  0.00422521  1.12508803
 22.00000000  2.00000000 -0.00681477  1.63177226  1.12655515  0.00680357  1.12657569


 26.00000000  1.00000000 -0.02924790  0.55346889  0.93830159  0.00006430  0.93830160
 26.00000000  1.50000000 -0.02918009  1.06528231  1.08279785  0.00064162  1.08279804
 25.00000000  1.50000000 -0.02397235  1.06644983  1.08371506  0.00116040  1.08371568
 25.00000000  1.00000000 -0.02404016  0.55414771  0.93929620  0.00045855  0.93929631
 26.00000000  1.00000000 -0.02924790  0.55346889  0.93830159  0.00006430  0.93830160


 26.00000000  2.00000000 -0.02910363  1.61898085  1.12222755  0.00119477  1.12222819
 25.00000000  2.00000000 -0.02388918  1.62054564  1.12290243  0.00180042  1.12290388
 25.00000000  1.50000000 -0.02396535  1.06644983  1.08371506  0.00116040  1.08371568
 26.00000000  1.50000000 -0.02917981  1.06528231  1.08279785  0.00064162  1.08279804
 26.00000000  2.00000000 -0.02910363  1.61898085  1.12222755  0.00119477  1.12222819


 24.00000000  2.00000000 -0.01852694  1.62284413  1.12382851  0.00272291  1.12383181
 24.00000000  1.50000000 -0.01863236  1.06818157  1.08505603  0.00191879  1.08505772
 25.00000000  1.50000000 -0.02398490  1.06644983  1.08371506  0.00116040  1.08371568
 25.00000000  2.00000000 -0.02387948  1.62054564  1.12290243  0.00180042  1.12290388
 24.00000000  2.00000000 -0.01852694  1.62284413  1.12382851  0.00272291  1.12383181


 24.00000000  1.00000000 -0.01874934  0.55515689  0.94077111  0.00096298  0.94077160
 25.00000000  1.00000000 -0.02407157  0.55414771  0.93929620  0.00045855  0.93929631
 25.00000000  1.50000000 -0.02397546  1.06644983  1.08371506  0.00116040  1.08371568
 24.00000000  1.50000000 -0.01865323  1.06818157  1.08505603  0.00191879  1.08505772
 24.00000000  1.00000000 -0.01874934  0.55515689  0.94077111  0.00096298  0.94077160


 26.00000000  3.00000000 -0.02902178  2.74714290  1.12970014  0.00170643  1.12970143
 25.00000000  3.00000000 -0.02378281  2.74918679  1.13002364  0.00240794  1.13002621
 25.00000000  2.50000000 -0.02381532  2.18421043  1.12958170  0.00218442  1.12958381
 26.00000000  2.50000000 -0.02905429  2.18236285  1.12910969  0.00151559  1.12911071
 26.00000000  3.00000000 -0.02902178  2.74714290  1.12970014  0.00170643  1.12970143


 24.00000000  3.00000000 -0.01840187  2.75207941  1.13036763  0.00341797  1.13037280
 24.00000000  2.50000000 -0.01842960  2.18687728  1.13016087  0.00318270  1.13016535
 25.00000000  2.50000000 -0.02382147  2.18421043  1.12958170  0.00218442  1.12958381
 25.00000000  3.00000000 -0.02379373  2.74918679  1.13002364  0.00240794  1.13002621
 24.00000000  3.00000000 -0.01840187  2.75207941  1.13036763  0.00341797  1.13037280


 24.00000000  2.00000000 -0.01850711  1.62284413  1.12382851  0.00272291  1.12383181
 25.00000000  2.00000000 -0.02389211  1.62054564  1.12290243  0.00180042  1.12290388
 25.00000000  2.50000000 -0.02381831  2.18421043  1.12958170  0.00218442  1.12958381
 24.00000000  2.50000000 -0.01843331  2.18687728  1.13016087  0.00318270  1.13016535
 24.00000000  2.00000000 -0.01850711  1.62284413  1.12382851  0.00272291  1.12383181


 26.00000000  2.00000000 -0.02911104  1.61898085  1.12222755  0.00119477  1.12222819
 26.00000000  2.50000000 -0.02905181  2.18236285  1.12910969  0.00151559  1.12911071
 25.00000000  2.50000000 -0.02381855  2.18421043  1.12958170  0.00218442  1.12958381
 25.00000000  2.00000000 -0.02387778  1.62054564  1.12290243  0.00180042  1.12290388
 26.00000000  2.00000000 -0.02911104  1.61898085  1.12222755  0.00119477  1.12222819


 22.00000000  3.00000000 -0.00669174  2.76211878  1.13046992  0.00700743  1.13049164
 22.00000000  2.50000000 -0.00666293  2.19667444  1.13114199  0.00713890  1.13116452
 23.00000000  2.50000000 -0.01278659  2.19079407  1.13078622  0.00472416  1.13079609
 23.00000000  3.00000000 -0.01281541  2.75620460  1.13061929  0.00488348  1.13062984
 22.00000000  3.00000000 -0.00669174  2.76211878  1.13046992  0.00700743  1.13049164


 22.00000000  2.00000000 -0.00677348  1.63177226  1.12655515  0.00680357  1.12657569
 23.00000000  2.00000000 -0.01292604  1.62630949  1.12508009  0.00422521  1.12508803
 23.00000000  2.50000000 -0.01279832  2.19079407  1.13078622  0.00472416  1.13079609
 22.00000000  2.50000000 -0.00664576  2.19667444  1.13114199  0.00713890  1.13116452
 22.00000000  2.00000000 -0.00677348  1.63177226  1.12655515  0.00680357  1.12657569


 24.00000000  2.00000000 -0.01853587  1.62284413  1.12382851  0.00272291  1.12383181
 24.00000000  2.50000000 -0.01843781  2.18687728  1.13016087  0.00318270  1.13016535
 23.00000000  2.50000000 -0.01278229  2.19079407  1.13078622  0.00472416  1.13079609
 23.00000000  2.00000000 -0.01288035  1.62630949  1.12508009  0.00422521  1.12508803
 24.00000000  2.00000000 -0.01853587  1.62284413  1.12382851  0.00272291  1.12383181


 24.00000000  3.00000000 -0.01842482  2.75207941  1.13036763  0.00341797  1.13037280
 23.00000000  3.00000000 -0.01276577  2.75620460  1.13061929  0.00488348  1.13062984
 23.00000000  2.50000000 -0.01278186  2.19079407  1.13078622  0.00472416  1.13079609
 24.00000000  2.50000000 -0.01844092  2.18687728  1.13016087  0.00318270  1.13016535
 24.00000000  3.00000000 -0.01842482  2.75207941  1.13036763  0.00341797  1.13037280


 21.99999880  0.00000000 -0.00758226  0.00059178  0.02578246 -0.00000258  0.02578246
 22.99999915  0.00000000 -0.01341304  0.00059555  0.02560959 -0.00000168  0.02560959
 22.99999936  0.25000000 -0.01338518  0.04584296  0.33101172  0.00016054  0.33101176
 21.99999910  0.25000000 -0.00755440  0.04610174  0.33278503  0.00031426  0.33278518
 21.99999880  0.00000000 -0.00758226  0.00059178  0.02578246 -0.00000258  0.02578246


 23.99999950  0.00000000 -0.01885019  0.00059784  0.02550762 -0.00000110  0.02550762
 23.99999963  0.25000000 -0.01883168  0.04568588  0.32992071  0.00007549  0.32992072
 22.99999936  0.25000000 -0.01336846  0.04584296  0.33101172  0.00016054  0.33101176
 22.99999915  0.00000000 -0.01338697  0.00059555  0.02560959 -0.00000168  0.02560959
 23.99999950  0.00000000 -0.01885019  0.00059784  0.02550762 -0.00000110  0.02550762


 23.99999975  0.50000000 -0.01882648  0.16199326  0.59186272  0.00028378  0.59186279
 22.99999958  0.50000000 -0.01334967  0.16250536  0.59356439  0.00054467  0.59356464
 22.99999936  0.25000000 -0.01336327  0.04584296  0.33101172  0.00016054  0.33101176
 23.99999963  0.25000000 -0.01884008  0.04568588  0.32992071  0.00007549  0.32992072
 23.99999975  0.50000000 -0.01882648  0.16199326  0.59186272  0.00028378  0.59186279


 21.99999940  0.50000000 -0.00753864  0.16333700  0.59630829  0.00101356  0.59630915
 21.99999910  0.25000000 -0.00755301  0.04610174  0.33278503  0.00031426  0.33278518
 22.99999936  0.25000000 -0.01339116  0.04584296  0.33101172  0.00016054  0.33101176
 22.99999958  0.50000000 -0.01337678  0.16250536  0.59356439  0.00054467  0.59356464
 21.99999940  0.50000000 -0.00753864  0.16333700  0.59630829  0.00101356  0.59630915


 26.00000020  0.00000000 -0.02927711  0.00060032  0.02539891 -0.00000052  0.02539891
 26.00000015  0.25000000 -0.02926848  0.04551579  0.32872909 -0.00004913  0.32872909
 24.99999989  0.25000000 -0.02409673  0.04558364  0.32920571  0.00001156  0.32920571
 24.99999985  0.00000000 -0.02410536  0.00059933  0.02544210 -0.00000074  0.02544210
 26.00000020  0.00000000 -0.02927711  0.00060032  0.02539891 -0.00000052  0.02539891


 26.00000010  0.50000000 -0.02927465  0.16143274  0.58998589 -0.00006934  0.58998590
 24.99999993  0.50000000 -0.02407745  0.16165735  0.59074051  0.00009674  0.59074052
 24.99999989  0.25000000 -0.02408513  0.04558364  0.32920571  0.00001156  0.32920571
 26.00000015  0.25000000 -0.02928234  0.04551579  0.32872909 -0.00004913  0.32872909
 26.00000010  0.50000000 -0.02927465  0.16143274  0.58998589 -0.00006934  0.58998590


 23.99999975  0.50000000 -0.01880610  0.16199326  0.59186272  0.00028378  0.59186279
 23.99999963  0.25000000 -0.01881628  0.04568588  0.32992071  0.00007549  0.32992072
 24.99999989  0.25000000 -0.02411341  0.04558364  0.32920571  0.00001156  0.32920571
 24.99999993  0.50000000 -0.02410322  0.16165735  0.59074051  0.00009674  0.59074052
 23.99999975  0.50000000 -0.01880610  0.16199326  0.59186272  0.00028378  0.59186279


 23.99999950  0.00000000 -0.01883714  0.00059784  0.02550762 -0.00000110  0.02550762
 24.99999985  0.00000000 -0.02411522  0.00059933  0.02544210 -0.00000074  0.02544210
 24.99999989  0.25000000 -0.02410278  0.04558364  0.32920571  0.00001156  0.32920571
 23.99999963  0.25000000 -0.01882470  0.04568588  0.32992071  0.00007549  0.32992072
 23.99999950  0.00000000 -0.01883714  0.00059784  0.02550762 -0.00000110  0.02550762


 26.00000000  1.00000000 -0.02925393  0.55346889  0.93830159  0.00006430  0.93830160
 25.00000000  1.00000000 -0.02403388  0.55414771  0.93929620  0.00045855  0.93929631
 24.99999996  0.75000000 -0.02405459  0.33614990  0.79505141  0.00023075  0.79505144
 26.00000005  0.75000000 -0.02927464  0.33571353  0.79412788 -0.00005920  0.79412788
 26.00000000  1.00000000 -0.02925393  0.55346889  0.93830159  0.00006430  0.93830160


 24.00000000  1.00000000 -0.01875143  0.55515689  0.94077111  0.00096298  0.94077160
 23.99999988  0.75000000 -0.01878045  0.33680009  0.79641991  0.00057557  0.79642012
 24.99999996  0.75000000 -0.02409729  0.33614990  0.79505141  0.00023075  0.79505144
 25.00000000  1.00000000 -0.02406826  0.55414771  0.93929620  0.00045855  0.93929631
 24.00000000  1.00000000 -0.01875143  0.55515689  0.94077111  0.00096298  0.94077160


 23.99999975  0.50000000 -0.01879990  0.16199326  0.59186272  0.00028378  0.59186279
 24.99999993  0.50000000 -0.02411115  0.16165735  0.59074051  0.00009674  0.59074052
 24.99999996  0.75000000 -0.02409441  0.33614990  0.79505141  0.00023075  0.79505144
 23.99999988  0.75000000 -0.01878316  0.33680009  0.79641991  0.00057557  0.79642012
 23.99999975  0.50000000 -0.01879990  0.16199326  0.59186272  0.00028378  0.59186279


 26.00000010  0.50000000 -0.02928412  0.16143274  0.58998589 -0.00006934  0.58998590
 26.00000005  0.75000000 -0.02927189  0.33571353  0.79412788 -0.00005920  0.79412788
 24.99999996  0.75000000 -0.02405745  0.33614990  0.79505141  0.00023075  0.79505144
 24.99999993  0.50000000 -0.02406967  0.16165735  0.59074051  0.00009674  0.59074052
 26.00000010  0.50000000 -0.02928412  0.16143274  0.58998589 -0.00006934  0.58998590


 22.00000000  1.00000000 -0.00743772  0.55920258  0.94677881  0.00310795  0.94678391
 21.99999970  0.75000000 -0.00750545  0.33939516  0.80190460  0.00196572  0.80190701
 22.99999979  0.75000000 -0.01335425  0.33778967  0.79850422  0.00107121  0.79850494
 23.00000000  1.00000000 -0.01328651  0.55669509  0.94303220  0.00172185  0.94303377
 22.00000000  1.00000000 -0.00743772  0.55920258  0.94677881  0.00310795  0.94678391


 21.99999940  0.50000000 -0.00754062  0.16333700  0.59630829  0.00101356  0.59630915
 22.99999958  0.50000000 -0.01337966  0.16250536  0.59356439  0.00054467  0.59356464
 22.99999979  0.75000000 -0.01334877  0.33778967  0.79850422  0.00107121  0.79850494
 21.99999970  0.75000000 -0.00750973  0.33939516  0.80190460  0.00196572  0.80190701
 21.99999940  0.50000000 -0.00754062  0.16333700  0.59630829  0.00101356  0.59630915


 23.99999975  0.50000000 -0.01883269  0.16199326  0.59186272  0.00028378  0.59186279
 23.99999988  0.75000000 -0.01880912  0.33680009  0.79641991  0.00057557  0.79642012
 22.99999979  0.75000000 -0.01332314  0.33778967  0.79850422  0.00107121  0.79850494
 22.99999958  0.50000000 -0.01334671  0.16250536  0.59356439  0.00054467  0.59356464
 23.99999975  0.50000000 -0.01883269  0.16199326  0.59186272  0.00028378  0.59186279


 24.00000000  1.00000000 -0.01876907  0.55515689  0.94077111  0.00096298  0.94077160
 23.00000000  1.00000000 -0.01327631  0.55669509  0.94303220  0.00172185  0.94303377
 22.99999979  0.75000000 -0.01331991  0.33778967  0.79850422  0.00107121  0.79850494
 23.99999988  0.75000000 -0.01881267  0.33680009  0.79641991  0.00057557  0.79642012
 24.00000000  1.00000000 -0.01876907  0.55515689  0.94077111  0.00096298  0.94077160


 26.00000020  0.00000000 -0.02926727  0.00060032  0.02539891 -0.00000052  0.02539891
 27.00000055  0.00000000 -0.03437377  0.00060097  0.02537118 -0.00000039  0.02537118
 27.00000041  0.25000000 -0.03436840  0.04547196  0.32841539 -0.00012080  0.32841542
 26.00000015  0.25000000 -0.02926190  0.04551579  0.32872909 -0.00004913  0.32872909
 26.00000020  0.00000000 -0.02926727  0.00060032  0.02539891 -0.00000052  0.02539891


 28.00000090  0.00000000 -0.03943431  0.00060136  0.02535474 -0.00000035  0.02535474
 28.00000068  0.25000000 -0.03943068  0.04544533  0.32821644 -0.00022059  0.32821651
 27.00000041  0.25000000 -0.03435974  0.04547196  0.32841539 -0.00012080  0.32841542
 27.00000055  0.00000000 -0.03436337  0.00060097  0.02537118 -0.00000039  0.02537118
 28.00000090  0.00000000 -0.03943431  0.00060136  0.02535474 -0.00000035  0.02535474


 28.00000045  0.50000000 -0.03945471  0.16118797  0.58913558 -0.00046152  0.58913576
 27.00000028  0.50000000 -0.03433087  0.16128398  0.58947590 -0.00024535  0.58947595
 27.00000041  0.25000000 -0.03433540  0.04547196  0.32841539 -0.00012080  0.32841542
 28.00000068  0.25000000 -0.03945924  0.04544533  0.32821644 -0.00022059  0.32821651
 28.00000045  0.50000000 -0.03945471  0.16118797  0.58913558 -0.00046152  0.58913576


 26.00000010  0.50000000 -0.02923987  0.16143274  0.58998589 -0.00006934  0.58998590
 26.00000015  0.25000000 -0.02924520  0.04551579  0.32872909 -0.00004913  0.32872909
 27.00000041  0.25000000 -0.03438730  0.04547196  0.32841539 -0.00012080  0.32841542
 27.00000028  0.50000000 -0.03438196  0.16128398  0.58947590 -0.00024535  0.58947595
 26.00000010  0.50000000 -0.02923987  0.16143274  0.58998589 -0.00006934  0.58998590


 30.00000160  0.00000000 -0.04950315  0.00060171  0.02534123 -0.00000028  0.02534123
 30.00000120  0.25000000 -0.04950368  0.04542597  0.32804878 -0.00061668  0.32804936
 29.00000094  0.25000000 -0.04446105  0.04543195  0.32810264 -0.00037664  0.32810285
 29.00000125  0.00000000 -0.04446052  0.00060158  0.02534689 -0.00000035  0.02534689
 30.00000160  0.00000000 -0.04950315  0.00060171  0.02534123 -0.00000028  0.02534123


 30.00000080  0.50000000 -0.04958225  0.16110060  0.58878876 -0.00118878  0.58878996
 29.00000063  0.50000000 -0.04439255  0.16113069  0.58891321 -0.00075876  0.58891370
 29.00000094  0.25000000 -0.04439428  0.04543195  0.32810264 -0.00037664  0.32810285
 30.00000120  0.25000000 -0.04958398  0.04542597  0.32804878 -0.00061668  0.32804936
 30.00000080  0.50000000 -0.04958225  0.16110060  0.58878876 -0.00118878  0.58878996


 28.00000045  0.50000000 -0.03937832  0.16118797  0.58913558 -0.00046152  0.58913576
 28.00000068  0.25000000 -0.03938220  0.04544533  0.32821644 -0.00022059  0.32821651
 29.00000094  0.25000000 -0.04451787  0.04543195  0.32810264 -0.00037664  0.32810285
 29.00000063  0.50000000 -0.04451399  0.16113069  0.58891321 -0.00075876  0.58891370
 28.00000045  0.50000000 -0.03937832  0.16118797  0.58913558 -0.00046152  0.58913576


 28.00000090  0.00000000 -0.03942229  0.00060136  0.02535474 -0.00000035  0.02535474
 29.00000125  0.00000000 -0.04447445  0.00060158  0.02534689 -0.00000035  0.02534689
 29.00000094  0.25000000 -0.04447255  0.04543195  0.32810264 -0.00037664  0.32810285
 28.00000068  0.25000000 -0.03942039  0.04544533  0.32821644 -0.00022059  0.32821651
 28.00000090  0.00000000 -0.03942229  0.00060136  0.02535474 -0.00000035  0.02535474


 30.00000000  1.00000000 -0.04957708  0.55237271  0.93657649 -0.00153626  0.93657775
 29.00000000  1.00000000 -0.04437062  0.55249790  0.93681212 -0.00104379  0.93681270
 29.00000031  0.75000000 -0.04437883  0.33510423  0.79276707 -0.00106264  0.79276778
 30.00000040  0.75000000 -0.04958528  0.33503488  0.79257426 -0.00160708  0.79257589
 30.00000000  1.00000000 -0.04957708  0.55237271  0.93657649 -0.00153626  0.93657775


 28.00000000  1.00000000 -0.03934976  0.55270118  0.93714451 -0.00064426  0.93714473
 28.00000023  0.75000000 -0.03935851  0.33522701  0.79306412 -0.00066251  0.79306440
 29.00000031  0.75000000 -0.04452190  0.33510423  0.79276707 -0.00106264  0.79276778
 29.00000000  1.00000000 -0.04451315  0.55249790  0.93681212 -0.00104379  0.93681270
 28.00000000  1.00000000 -0.03934976  0.55270118  0.93714451 -0.00064426  0.93714473


 28.00000045  0.50000000 -0.03936267  0.16118797  0.58913558 -0.00046152  0.58913576
 29.00000063  0.50000000 -0.04453133  0.16113069  0.58891321 -0.00075876  0.58891370
 29.00000031  0.75000000 -0.04452569  0.33510423  0.79276707 -0.00106264  0.79276778
 28.00000023  0.75000000 -0.03935702  0.33522701  0.79306412 -0.00066251  0.79306440
 28.00000045  0.50000000 -0.03936267  0.16118797  0.58913558 -0.00046152  0.58913576


 30.00000080  0.50000000 -0.04960368  0.16110060  0.58878876 -0.00118878  0.58878996
 30.00000040  0.75000000 -0.04959913  0.33503488  0.79257426 -0.00160708  0.79257589
 29.00000031  0.75000000 -0.04436938  0.33510423  0.79276707 -0.00106264  0.79276778
 29.00000063  0.50000000 -0.04437393  0.16113069  0.58891321 -0.00075876  0.58891370
 30.00000080  0.50000000 -0.04960368  0.16110060  0.58878876 -0.00118878  0.58878996


 26.00000000  1.00000000 -0.02920238  0.55346889  0.93830159  0.00006430  0.93830160
 26.00000005  0.75000000 -0.02921802  0.33571353  0.79412788 -0.00005920  0.79412788
 27.00000014  0.75000000 -0.03438632  0.33542054  0.79349619 -0.00034328  0.79349626
 27.00000000  1.00000000 -0.03437068  0.55300975  0.93761843 -0.00028793  0.93761848
 26.00000000  1.00000000 -0.02920238  0.55346889  0.93830159  0.00006430  0.93830160


 26.00000010  0.50000000 -0.02922957  0.16143274  0.58998589 -0.00006934  0.58998590
 27.00000028  0.50000000 -0.03439363  0.16128398  0.58947590 -0.00024535  0.58947595
 27.00000014  0.75000000 -0.03438441  0.33542054  0.79349619 -0.00034328  0.79349626
 26.00000005  0.75000000 -0.02922035  0.33571353  0.79412788 -0.00005920  0.79412788
 26.00000010  0.50000000 -0.02922957  0.16143274  0.58998589 -0.00006934  0.58998590


 28.00000045  0.50000000 -0.03946911  0.16118797  0.58913558 -0.00046152  0.58913576
 28.00000023  0.75000000 -0.03946195  0.33522701  0.79306412 -0.00066251  0.79306440
 27.00000014  0.75000000 -0.03431113  0.33542054  0.79349619 -0.00034328  0.79349626
 27.00000028  0.50000000 -0.03431828  0.16128398  0.58947590 -0.00024535  0.58947595
 28.00000045  0.50000000 -0.03946911  0.16118797  0.58913558 -0.00046152  0.58913576


 28.00000000  1.00000000 -0.03945056  0.55270118  0.93714451 -0.00064426  0.93714473
 27.00000000  1.00000000 -0.03429832  0.55300975  0.93761843 -0.00028793  0.93761848
 27.00000014  0.75000000 -0.03430994  0.33542054  0.79349619 -0.00034328  0.79349626
 28.00000023  0.75000000 -0.03946218  0.33522701  0.79306412 -0.00066251  0.79306440
 28.00000000  1.00000000 -0.03945056  0.55270118  0.93714451 -0.00064426  0.93714473


 26.00000000  1.00000000 -0.02921588  0.55346889  0.93830159  0.00006430  0.93830160
 27.00000000  1.00000000 -0.03435693  0.55300975  0.93761843 -0.00028793  0.93761848
 27.00000000  1.50000000 -0.03430655  1.06448477  1.08215378  0.00025570  1.08215381
 26.00000000  1.50000000 -0.02916551  1.06528231  1.08279785  0.00064162  1.08279804
 26.00000000  1.00000000 -0.02921588  0.55346889  0.93830159  0.00006430  0.93830160


 28.00000000  1.00000000 -0.03942731  0.55270118  0.93714451 -0.00064426  0.93714473
 28.00000000  1.50000000 -0.03938876  1.06393822  1.08169347 -0.00005579  1.08169348
 27.00000000  1.50000000 -0.03428148  1.06448477  1.08215378  0.00025570  1.08215381
 27.00000000  1.00000000 -0.03432003  0.55300975  0.93761843 -0.00028793  0.93761848
 28.00000000  1.00000000 -0.03942731  0.55270118  0.93714451 -0.00064426  0.93714473


 28.00000000  2.00000000 -0.03933121  1.61715108  1.12137515  0.00047900  1.12137525
 27.00000000  2.00000000 -0.03424575  1.61790061  1.12173519  0.00077786  1.12173546
 27.00000000  1.50000000 -0.03429031  1.06448477  1.08215378  0.00025570  1.08215381
 28.00000000  1.50000000 -0.03937577  1.06393822  1.08169347 -0.00005579  1.08169348
 28.00000000  2.00000000 -0.03933121  1.61715108  1.12137515  0.00047900  1.12137525


 26.00000000  2.00000000 -0.02910951  1.61898085  1.12222755  0.00119477  1.12222819
 26.00000000  1.50000000 -0.02916712  1.06528231  1.08279785  0.00064162  1.08279804
 27.00000000  1.50000000 -0.03429970  1.06448477  1.08215378  0.00025570  1.08215381
 27.00000000  2.00000000 -0.03424209  1.61790061  1.12173519  0.00077786  1.12173546
 26.00000000  2.00000000 -0.02910951  1.61898085  1.12222755  0.00119477  1.12222819


 30.00000000  1.00000000 -0.04951395  0.55237271  0.93657649 -0.00153626  0.93657775
 30.00000000  1.50000000 -0.04948789  1.06331592  1.08110763 -0.00057840  1.08110778
 29.00000000  1.50000000 -0.04439788  1.06356570  1.08135887 -0.00032640  1.08135891
 29.00000000  1.00000000 -0.04442395  0.55249790  0.93681212 -0.00104379  0.93681270
 30.00000000  1.00000000 -0.04951395  0.55237271  0.93657649 -0.00153626  0.93657775


 30.00000000  2.00000000 -0.04943472  1.61627444  1.12092050  0.00009037  1.12092050
 29.00000000  2.00000000 -0.04439284  1.61663179  1.12111273  0.00025728  1.12111276
 29.00000000  1.50000000 -0.04441998  1.06356570  1.08135887 -0.00032640  1.08135891
 30.00000000  1.50000000 -0.04946185  1.06331592  1.08110763 -0.00057840  1.08110778
 30.00000000  2.00000000 -0.04943472  1.61627444  1.12092050  0.00009037  1.12092050


 28.00000000  2.00000000 -0.03933307  1.61715108  1.12137515  0.00047900  1.12137525
 28.00000000  1.50000000 -0.03936844  1.06393822  1.08169347 -0.00005579  1.08169348
 29.00000000  1.50000000 -0.04442685  1.06356570  1.08135887 -0.00032640  1.08135891
 29.00000000  2.00000000 -0.04439148  1.61663179  1.12111273  0.00025728  1.12111276
 28.00000000  2.00000000 -0.03933307  1.61715108  1.12137515  0.00047900  1.12137525


 28.00000000  1.00000000 -0.03938266  0.55270118  0.93714451 -0.00064426  0.93714473
 29.00000000  1.00000000 -0.04447625  0.55249790  0.93681212 -0.00104379  0.93681270
 29.00000000  1.50000000 -0.04444628  1.06356570  1.08135887 -0.00032640  1.08135891
 28.00000000  1.50000000 -0.03935269  1.06393822  1.08169347 -0.00005579  1.08169348
 28.00000000  1.00000000 -0.03938266  0.55270118  0.93714451 -0.00064426  0.93714473


 30.00000000  3.00000000 -0.04938672  2.74341547  1.12892331  0.00042327  1.12892339
 29.00000000  3.00000000 -0.04433316  2.74392989  1.12904845  0.00060605  1.12904861
 29.00000000  2.50000000 -0.04435879  2.17952466  1.12825189  0.00049922  1.12825200
 30.00000000  2.50000000 -0.04941235  2.17908036  1.12809532  0.00033224  1.12809537
 30.00000000  3.00000000 -0.04938672  2.74341547  1.12892331  0.00042327  1.12892339


 28.00000000  3.00000000 -0.03926375  2.74466043  1.12921445  0.00085976  1.12921478
 28.00000000  2.50000000 -0.03929295  2.18016150  1.12846221  0.00073155  1.12846245
 29.00000000  2.50000000 -0.04436174  2.17952466  1.12825189  0.00049922  1.12825200
 29.00000000  3.00000000 -0.04433254  2.74392989  1.12904845  0.00060605  1.12904861
 28.00000000  3.00000000 -0.03926375  2.74466043  1.12921445  0.00085976  1.12921478


 28.00000000  2.00000000 -0.03932940  1.61715108  1.12137515  0.00047900  1.12137525
